,date,flag,ticker,close,eliminar
0,2004-01-02,True,IVVB11 BS Equity,41.96,
1,2004-01-05,True,IVVB11 BS Equity,41.96,
2,2004-01-06,True,IVVB11 BS Equity,41.96,
3,2004-01-07,True,IVVB11 BS Equity,41.96,
4,2004-01-08,True,IVVB11 BS Equity,41.96,
5,2004-01-09,True,IVVB11 BS Equity,41.96,
6,2004-01-12,True,IVVB11 BS Equity,41.96,
7,2004-01-13,True,IVVB11 BS Equity,41.96,
8,2004-01-14,True,IVVB11 BS Equity,41.96,
9,2004-01-15,True,IVVB11 BS Equity,41.96,
10,2004-01-16,True,IVVB11 BS Equity,41.96,
11,2004-01-19,True,IVVB11 BS Equity,41.96,
12,2004-01-20,True,IVVB11 BS Equity,41.96,
13,2004-01-21,True,IVVB11 BS Equity,41.96,
14,2004-01-22,True,IVVB11 BS Equity,41.96,
15,2004-01-23,True,IVVB11 BS Equity,41.96,
16,2004-01-26,True,IVVB11 BS Equity,41.96,
17,2004-01-27,True,IVVB11 BS Equity,41.96,
18,2004-01-28,True,IVVB11 BS Equity,41.96,
19,2004-01-29,True,IVVB11 BS Equity,41.96,
20,2004-01-30,True,IVVB11 BS Equity,41.96,
21,2004-02-02,True,IVVB11 BS Equity,41.96,
22,2004-02-03,True,IVVB11 BS Equity,41.96,
23,2004-02-04,True,IVVB11 BS Equity,41.96,
24,2004-02-05,True,IVVB11 BS Equity,41.96,
25,2004-02-06,True,IVVB11 BS Equity,41.96,
26,2004-02-09,True,IVVB11 BS Equity,41.96,
27,2004-02-10,True,IVVB11 BS Equity,41.96,
28,2004-02-11,True,IVVB11 BS Equity,41.96,
29,2004-02-12,True,IVVB11 BS Equity,41.96,
30,2004-02-13,True,IVVB11 BS Equity,41.96,
31,2004-02-16,True,IVVB11 BS Equity,41.96,
32,2004-02-17,True,IVVB11 BS Equity,41.96,
33,2004-02-18,True,IVVB11 BS Equity,41.96,
34,2004-02-19,True,IVVB11 BS Equity,41.96,
35,2004-02-20,True,IVVB11 BS Equity,41.96,
36,2004-02-25,True,IVVB11 BS Equity,41.96,
37,2004-02-26,True,IVVB11 BS Equity,41.96,
38,2004-02-27,True,IVVB11 BS Equity,41.96,
39,2004-03-01,True,IVVB11 BS Equity,41.96,
40,2004-03-02,True,IVVB11 BS Equity,41.96,
41,2004-03-03,True,IVVB11 BS Equity,41.96,
42,2004-03-04,True,IVVB11 BS Equity,41.96,
43,2004-03-05,True,IVVB11 BS Equity,41.96,
44,2004-03-08,True,IVVB11 BS Equity,41.96,
45,2004-03-09,True,IVVB11 BS Equity,41.96,
46,2004-03-10,True,IVVB11 BS Equity,41.96,
47,2004-03-11,True,IVVB11 BS Equity,41.96,
48,2004-03-12,True,IVVB11 BS Equity,41.96,
49,2004-03-15,True,IVVB11 BS Equity,41.96,
50,2004-03-16,True,IVVB11 BS Equity,41.96,
51,2004-03-17,True,IVVB11 BS Equity,41.96,
52,2004-03-18,True,IVVB11 BS Equity,41.96,
53,2004-03-19,True,IVVB11 BS Equity,41.96,
54,2004-03-22,True,IVVB11 BS Equity,41.96,
55,2004-03-23,True,IVVB11 BS Equity,41.96,
56,2004-03-24,True,IVVB11 BS Equity,41.96,
57,2004-03-25,True,IVVB11 BS Equity,41.96,
58,2004-03-26,True,IVVB11 BS Equity,41.96,
59,2004-03-29,True,IVVB11 BS Equity,41.96,
60,2004-03-30,True,IVVB11 BS Equity,41.96,
61,2004-03-31,True,IVVB11 BS Equity,41.96,
62,2004-04-01,True,IVVB11 BS Equity,41.96,
63,2004-04-02,True,IVVB11 BS Equity,41.96,
64,2004-04-05,True,IVVB11 BS Equity,41.96,
65,2004-04-06,True,IVVB11 BS Equity,41.96,
66,2004-04-07,True,IVVB11 BS Equity,41.96,
67,2004-04-08,True,IVVB11 BS Equity,41.96,
68,2004-04-12,True,IVVB11 BS Equity,41.96,
69,2004-04-13,True,IVVB11 BS Equity,41.96,
70,2004-04-14,True,IVVB11 BS Equity,41.96,
71,2004-04-15,True,IVVB11 BS Equity,41.96,
72,2004-04-16,True,IVVB11 BS Equity,41.96,
73,2004-04-19,True,IVVB11 BS Equity,41.96,
74,2004-04-20,True,IVVB11 BS Equity,41.96,
75,2004-04-22,True,IVVB11 BS Equity,41.96,
76,2004-04-23,True,IVVB11 BS Equity,41.96,
77,2004-04-26,True,IVVB11 BS Equity,41.96,
78,2004-04-27,True,IVVB11 BS Equity,41.96,
79,2004-04-28,True,IVVB11 BS Equity,41.96,
80,2004-04-29,True,IVVB11 BS Equity,41.96,
81,2004-04-30,True,IVVB11 BS Equity,41.96,
82,2004-05-03,True,IVVB11 BS Equity,41.96,
83,2004-05-04,True,IVVB11 BS Equity,41.96,
84,2004-05-05,True,IVVB11 BS Equity,41.96,
85,2004-05-06,True,IVVB11 BS Equity,41.96,
86,2004-05-07,True,IVVB11 BS Equity,41.96,
87,2004-05-10,True,IVVB11 BS Equity,41.96,
88,2004-05-11,True,IVVB11 BS Equity,41.96,
89,2004-05-12,True,IVVB11 BS Equity,41.96,
90,2004-05-13,True,IVVB11 BS Equity,41.96,
91,2004-05-14,True,IVVB11 BS Equity,41.96,
92,2004-05-17,True,IVVB11 BS Equity,41.96,
93,2004-05-18,True,IVVB11 BS Equity,41.96,
94,2004-05-19,True,IVVB11 BS Equity,41.96,
95,2004-05-20,True,IVVB11 BS Equity,41.96,
96,2004-05-21,True,IVVB11 BS Equity,41.96,
97,2004-05-24,True,IVVB11 BS Equity,41.96,
98,2004-05-25,True,IVVB11 BS Equity,41.96,
99,2004-05-26,True,IVVB11 BS Equity,41.96,
100,2004-05-27,True,IVVB11 BS Equity,41.96,
101,2004-05-28,True,IVVB11 BS Equity,41.96,
102,2004-05-31,True,IVVB11 BS Equity,41.96,
103,2004-06-01,True,IVVB11 BS Equity,41.96,
104,2004-06-02,True,IVVB11 BS Equity,41.96,
105,2004-06-03,True,IVVB11 BS Equity,41.96,
106,2004-06-04,True,IVVB11 BS Equity,41.96,
107,2004-06-07,True,IVVB11 BS Equity,41.96,
108,2004-06-08,True,IVVB11 BS Equity,41.96,
109,2004-06-09,True,IVVB11 BS Equity,41.96,
110,2004-06-11,True,IVVB11 BS Equity,41.96,
111,2004-06-14,True,IVVB11 BS Equity,41.96,
112,2004-06-15,True,IVVB11 BS Equity,41.96,
113,2004-06-16,True,IVVB11 BS Equity,41.96,
114,2004-06-17,True,IVVB11 BS Equity,41.96,
115,2004-06-18,True,IVVB11 BS Equity,41.96,
116,2004-06-21,True,IVVB11 BS Equity,41.96,
117,2004-06-22,True,IVVB11 BS Equity,41.96,
118,2004-06-23,True,IVVB11 BS Equity,41.96,
119,2004-06-24,True,IVVB11 BS Equity,41.96,
120,2004-06-25,True,IVVB11 BS Equity,41.96,
121,2004-06-28,True,IVVB11 BS Equity,41.96,
122,2004-06-29,True,IVVB11 BS Equity,41.96,
123,2004-06-30,True,IVVB11 BS Equity,41.96,
124,2004-07-01,True,IVVB11 BS Equity,41.96,
125,2004-07-02,True,IVVB11 BS Equity,41.96,
126,2004-07-05,True,IVVB11 BS Equity,41.96,
127,2004-07-06,True,IVVB11 BS Equity,41.96,
128,2004-07-07,True,IVVB11 BS Equity,41.96,
129,2004-07-08,True,IVVB11 BS Equity,41.96,
130,2004-07-09,True,IVVB11 BS Equity,41.96,
131,2004-07-12,True,IVVB11 BS Equity,41.96,
132,2004-07-13,True,IVVB11 BS Equity,41.96,
133,2004-07-14,True,IVVB11 BS Equity,41.96,
134,2004-07-15,True,IVVB11 BS Equity,41.96,
135,2004-07-16,True,IVVB11 BS Equity,41.96,
136,2004-07-19,True,IVVB11 BS Equity,41.96,
137,2004-07-20,True,IVVB11 BS Equity,41.96,
138,2004-07-21,True,IVVB11 BS Equity,41.96,
139,2004-07-22,True,IVVB11 BS Equity,41.96,
140,2004-07-23,True,IVVB11 BS Equity,41.96,
141,2004-07-26,True,IVVB11 BS Equity,41.96,
142,2004-07-27,True,IVVB11 BS Equity,41.96,
143,2004-07-28,True,IVVB11 BS Equity,41.96,
144,2004-07-29,True,IVVB11 BS Equity,41.96,
145,2004-07-30,True,IVVB11 BS Equity,41.96,
146,2004-08-02,True,IVVB11 BS Equity,41.96,
147,2004-08-03,True,IVVB11 BS Equity,41.96,
148,2004-08-04,True,IVVB11 BS Equity,41.96,
149,2004-08-05,True,IVVB11 BS Equity,41.96,
150,2004-08-06,True,IVVB11 BS Equity,41.96,
151,2004-08-09,True,IVVB11 BS Equity,41.96,
152,2004-08-10,True,IVVB11 BS Equity,41.96,
153,2004-08-11,True,IVVB11 BS Equity,41.96,
154,2004-08-12,True,IVVB11 BS Equity,41.96,
155,2004-08-13,True,IVVB11 BS Equity,41.96,
156,2004-08-16,True,IVVB11 BS Equity,41.96,
157,2004-08-17,True,IVVB11 BS Equity,41.96,
158,2004-08-18,True,IVVB11 BS Equity,41.96,
159,2004-08-19,True,IVVB11 BS Equity,41.96,
160,2004-08-20,True,IVVB11 BS Equity,41.96,
161,2004-08-23,True,IVVB11 BS Equity,41.96,
162,2004-08-24,True,IVVB11 BS Equity,41.96,
163,2004-08-25,True,IVVB11 BS Equity,41.96,
164,2004-08-26,True,IVVB11 BS Equity,41.96,
165,2004-08-27,True,IVVB11 BS Equity,41.96,
166,2004-08-30,True,IVVB11 BS Equity,41.96,
167,2004-08-31,True,IVVB11 BS Equity,41.96,
168,2004-09-01,True,IVVB11 BS Equity,41.96,
169,2004-09-02,True,IVVB11 BS Equity,41.96,
170,2004-09-03,True,IVVB11 BS Equity,41.96,
171,2004-09-06,True,IVVB11 BS Equity,41.96,
172,2004-09-08,True,IVVB11 BS Equity,41.96,
173,2004-09-09,True,IVVB11 BS Equity,41.96,
174,2004-09-10,True,IVVB11 BS Equity,41.96,
175,2004-09-13,True,IVVB11 BS Equity,41.96,
176,2004-09-14,True,IVVB11 BS Equity,41.96,
177,2004-09-15,True,IVVB11 BS Equity,41.96,
178,2004-09-16,True,IVVB11 BS Equity,41.96,
179,2004-09-17,True,IVVB11 BS Equity,41.96,
180,2004-09-20,True,IVVB11 BS Equity,41.96,
181,2004-09-21,True,IVVB11 BS Equity,41.96,
182,2004-09-22,True,IVVB11 BS Equity,41.96,
183,2004-09-23,True,IVVB11 BS Equity,41.96,
184,2004-09-24,True,IVVB11 BS Equity,41.96,
185,2004-09-27,True,IVVB11 BS Equity,41.96,
186,2004-09-28,True,IVVB11 BS Equity,41.96,
187,2004-09-29,True,IVVB11 BS Equity,41.96,
188,2004-09-30,True,IVVB11 BS Equity,41.96,
189,2004-10-01,True,IVVB11 BS Equity,41.96,
190,2004-10-04,True,IVVB11 BS Equity,41.96,
191,2004-10-05,True,IVVB11 BS Equity,41.96,
192,2004-10-06,True,IVVB11 BS Equity,41.96,
193,2004-10-07,True,IVVB11 BS Equity,41.96,
194,2004-10-08,True,IVVB11 BS Equity,41.96,
195,2004-10-11,True,IVVB11 BS Equity,41.96,
196,2004-10-13,True,IVVB11 BS Equity,41.96,
197,2004-10-14,True,IVVB11 BS Equity,41.96,
198,2004-10-15,True,IVVB11 BS Equity,41.96,
199,2004-10-18,True,IVVB11 BS Equity,41.96,
200,2004-10-19,True,IVVB11 BS Equity,41.96,
201,2004-10-20,True,IVVB11 BS Equity,41.96,
202,2004-10-21,True,IVVB11 BS Equity,41.96,
203,2004-10-22,True,IVVB11 BS Equity,41.96,
204,2004-10-25,True,IVVB11 BS Equity,41.96,
205,2004-10-26,True,IVVB11 BS Equity,41.96,
206,2004-10-27,True,IVVB11 BS Equity,41.96,
207,2004-10-28,True,IVVB11 BS Equity,41.96,
208,2004-10-29,True,IVVB11 BS Equity,41.96,
209,2004-11-01,True,IVVB11 BS Equity,41.96,
210,2004-11-03,True,IVVB11 BS Equity,41.96,
211,2004-11-04,True,IVVB11 BS Equity,41.96,
212,2004-11-05,True,IVVB11 BS Equity,41.96,
213,2004-11-08,True,IVVB11 BS Equity,41.96,
214,2004-11-09,True,IVVB11 BS Equity,41.96,
